City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Pacifica,US,37.6138,-122.4869,62.87,73,40,14.97,scattered clouds
347,Verkhniye Tatyshly,RU,56.2912,55.8575,5.41,99,70,6.91,broken clouds
348,Cabo San Lucas,MX,22.8909,-109.9124,83.5,26,0,14.97,clear sky
349,Lasa,IT,46.6166,10.7002,43.68,73,15,1.83,few clouds
350,Novoagansk,RU,61.9449,76.6625,24.73,92,100,11.63,overcast clouds
351,Tsiroanomandidy,MG,-18.7667,46.0333,67.96,94,100,1.32,overcast clouds
352,Khani,GE,41.9563,42.9566,24.37,87,31,7.56,scattered clouds
353,Vao,NC,-22.6667,167.4833,77.9,70,100,11.9,overcast clouds
354,San Andres,CO,12.5847,-81.7006,84.22,70,40,16.11,scattered clouds
355,Zyukayka,RU,58.2025,54.7003,6.19,98,81,5.28,broken clouds
356,Sitka,US,57.0531,-135.33,46.29,39,100,19.57,light rain
357,Port-Gentil,GA,-0.7193,8.7815,77.7,88,100,18.66,light rain
358,Oktyabrskiy,RU,54.4815,53.471,14.4,93,85,9.01,overcast clouds
359,Tual,ID,-5.6667,132.75,82.18,77,100,12.41,moderate rain
360,Iqaluit,CA,63.7506,-68.5145,13.73,85,40,2.3,scattered clouds
361,Batemans Bay,AU,-35.7167,150.1833,70.11,83,100,5.82,overcast clouds
362,Leningradskiy,RU,69.3833,178.4167,-5.73,93,35,1.74,scattered clouds
363,Mareeba,AU,-17.0,145.4333,81.48,69,100,2.24,overcast clouds
364,Slave Lake,CA,55.2834,-114.769,39.18,65,20,9.22,few clouds
365,Chernyshevskiy,RU,63.0128,112.4714,-11.16,100,98,2.3,overcast clouds
366,Kloulklubed,PW,7.0419,134.2556,79.3,76,40,12.88,scattered clouds
367,Kabare,CD,-2.4683,28.8242,60.58,93,99,1.03,overcast clouds
368,Seoul,KR,37.5683,126.9778,44.17,53,0,1.14,clear sky
369,Nantucket,US,41.2835,-70.0995,30.31,35,75,16.11,broken clouds
370,Wanaka,NZ,-44.7,169.15,64.11,68,83,1.01,broken clouds
371,Cordoba,AR,-31.4135,-64.1811,79.75,66,0,6.91,clear sky
372,Pitsunda,GE,43.1592,40.3378,33.98,57,1,11.3,clear sky
373,Tahe,CN,52.3333,124.7333,19.49,69,11,10.04,few clouds
374,George Town,MY,5.4112,100.3354,80.53,93,20,0.0,few clouds
375,Vestmannaeyjar,IS,63.4427,-20.2734,38.28,77,100,30.36,overcast clouds
376,Ulaangom,MN,49.9811,92.0667,9.18,76,11,4.7,few clouds
377,Naryan-Mar,RU,67.6713,53.087,6.55,97,98,5.88,overcast clouds
378,Sinnar,SD,13.5691,33.5672,81.54,17,2,11.72,clear sky
379,Roebourne,AU,-20.7833,117.1333,80.67,71,78,5.7,broken clouds
380,Eslov,SE,55.8393,13.3039,39.25,89,41,8.25,scattered clouds
381,Phan Thiet,VN,10.9333,108.1,76.39,86,78,5.23,broken clouds
382,Lazaro Cardenas,MX,17.9583,-102.2,82.49,46,14,10.65,few clouds
383,Ust-Kuyga,RU,70.0167,135.6,-5.48,100,100,1.92,overcast clouds
384,Port Lincoln,AU,-34.7333,135.8667,65.62,72,63,5.75,broken clouds
385,Lisala,CD,2.15,21.5167,74.86,58,81,1.92,broken clouds
386,Pilar,BR,-9.5972,-35.9567,76.93,82,63,3.22,broken clouds
387,Nabire,ID,-3.3667,135.4833,77.63,87,100,1.86,overcast clouds
388,Laguna,US,38.421,-121.4238,60.78,87,100,4.61,thunderstorm with light rain
389,Kavaratti,IN,10.5669,72.642,83.55,77,31,12.46,scattered clouds
390,Devonport,AU,-41.1667,146.35,63.09,80,98,5.44,overcast clouds
391,Kautokeino,NO,69.0125,23.0412,7.5,88,83,6.13,broken clouds
392,Glenwood Springs,US,39.5505,-107.3248,68.92,33,75,11.5,broken clouds
393,Tazmalt,DZ,36.3868,4.3989,62.49,52,100,6.6,overcast clouds
394,Port Hawkesbury,CA,45.6169,-61.3485,35.58,99,100,5.75,fog
395,Zemio,CF,5.0314,25.1361,75.88,22,63,1.43,broken clouds
396,Lompoc,US,34.6391,-120.4579,58.69,79,100,10.36,overcast clouds
397,Warri,NG,5.5167,5.75,79.39,85,50,2.59,scattered clouds
398,Lata,PT,40.1629,-8.3327,59.07,67,100,3.36,overcast clouds
399,Sao Filipe,CV,14.8961,-24.4956,71.19,77,58,9.37,broken clouds
400,Agirish,RU,61.9247,63.0231,28.8,99,100,3.22,snow
401,Lubango,AO,-14.9172,13.4925,60.66,65,45,2.33,scattered clouds
402,Shahreza,IR,32.0339,51.8794,45.34,20,0,1.83,clear sky
403,Insar,RU,53.8653,44.3738,33.78,96,100,25.99,light snow
404,Puerto Madryn,AR,-42.7692,-65.0385,71.76,30,43,14.2,scattered clouds
405,Agadez,NE,19.75,10.25,69.08,6,0,0.76,clear sky
406,Evensk,RU,61.95,159.2333,17.58,73,100,21.79,overcast clouds
407,Ginda,IN,30.6945,78.4932,55.81,20,0,7.81,clear sky
408,Miri,MY,4.4148,114.0089,75.34,94,20,0.0,few clouds
409,Requena,ES,39.4883,-1.1004,41.52,92,100,4.52,overcast clouds
410,Bud,US,39.447,-86.1758,42.75,45,97,5.5,overcast clouds
411,Marovoay,MG,-16.1,46.6333,74.64,95,100,5.68,light rain
412,Bulawayo,ZW,-20.15,28.5833,59.18,86,39,8.5,scattered clouds
413,Odda,NO,60.0691,6.5457,40.77,97,88,4.47,overcast clouds
414,Bambous Virieux,MU,-20.3428,57.7575,74.21,94,20,5.75,few clouds
415,Jatai,BR,-17.8814,-51.7144,70.54,86,30,1.39,scattered clouds
416,Bozuyuk,TR,39.9078,30.0367,44.33,56,100,5.77,overcast clouds
417,Marzuq,YE,14.4,46.4667,62.2,29,3,3.74,clear sky
418,Arrecife,ES,28.963,-13.5477,66.18,88,75,14.97,broken clouds
419,Sorland,NO,67.667,12.6934,32.92,45,97,9.15,overcast clouds
420,Gazanjyk,TM,39.2446,55.5154,39.87,48,43,7.76,scattered clouds
421,Xique-Xique,BR,-10.8218,-42.7263,82.17,54,33,11.27,scattered clouds
422,Khandyga,RU,62.6667,135.6,7.36,83,96,2.44,overcast clouds
423,Voh,NC,-20.9667,164.7,82.83,70,100,5.1,overcast clouds
424,Jalu,LY,29.0331,21.5482,64.99,13,19,11.05,few clouds
425,Kodinsk,RU,58.6881,99.1844,-6.95,100,80,0.67,broken clouds
426,Tamiahua,MX,21.2667,-97.45,74.41,70,2,15.77,clear sky
427,Pangody,RU,65.85,74.4859,23.79,94,100,15.93,overcast clouds
428,Lake Charles,US,30.2131,-93.2044,77.22,61,75,16.11,broken clouds
429,El Carrizo,MX,24.0261,-106.8814,81.21,29,6,7.34,clear sky
430,Ongandjera,NA,-17.8833,15.0667,76.21,27,92,1.95,overcast clouds
431,Fortuna,US,40.5982,-124.1573,60.85,81,100,12.66,overcast clouds
432,Burnie,AU,-41.0667,145.9167,61.2,90,93,8.37,overcast clouds
433,Balabac,PH,7.9868,117.0645,78.89,84,99,6.76,heavy intensity rain
434,Olinda,BR,-8.0089,-34.8553,82.13,78,40,8.05,scattered clouds
435,Skibbereen,IE,51.55,-9.2667,45.95,85,9,7.05,clear sky
436,Kovylkino,RU,54.0388,43.9139,34.68,93,100,25.72,light snow
437,Moussoro,TD,13.6408,16.4901,71.83,6,5,14.16,clear sky
438,Kulhudhuffushi,MV,6.6221,73.07,82.02,72,0,2.42,clear sky
439,Amazar,RU,53.858,120.875,10.83,83,70,3.56,broken clouds
440,Sur,OM,22.5667,59.5289,80.17,46,2,2.98,clear sky
441,La Ronge,CA,55.1001,-105.2842,26.85,74,100,8.05,overcast clouds
442,Verkh-Usugli,RU,52.7,115.1667,2.23,82,5,4.05,clear sky
443,Svetlogorsk,BY,52.6333,29.7333,45.46,66,70,13.02,broken clouds
444,Mitsamiouli,KM,-11.3847,43.2844,81.46,77,4,4.9,clear sky
445,Sault Sainte Marie,CA,46.5168,-84.3333,19.96,62,100,13.8,overcast clouds
446,Cockburn Town,TC,21.4612,-71.1419,76.96,57,40,13.8,scattered clouds
447,Gazojak,TM,41.1875,61.4036,42.64,46,72,22.06,broken clouds
448,Kruisfontein,ZA,-34.0033,24.7314,67.89,77,88,3.8,overcast clouds
449,Ler,SS,8.3018,30.1418,83.34,17,54,2.28,broken clouds
450,Corralillo,CU,22.9819,-80.5856,75.45,49,0,14.03,light rain
451,Eenhana,NA,-17.4667,16.3333,67.19,48,100,4.76,overcast clouds
452,Port Shepstone,ZA,-30.7414,30.455,71.83,84,0,12.64,clear sky
453,Korla,CN,41.7597,86.1469,48.88,34,100,7.54,overcast clouds
454,San Jose,US,37.3394,-121.895,63.01,72,75,14.97,broken clouds
455,Necochea,AR,-38.5473,-58.7368,68.72,58,0,12.77,clear sky
456,Faro,PT,37.0194,-7.9322,58.96,88,0,6.91,clear sky
457,Kuytun,RU,54.3419,101.5036,6.57,97,100,0.34,overcast clouds
458,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,75,5.75,broken clouds
459,Sorong,ID,-0.8833,131.25,82.08,77,98,6.71,overcast clouds
460,Sinazongwe,ZM,-17.2614,27.4618,74.16,79,15,3.24,light rain
461,Northam,GB,51.0333,-4.2167,53.62,80,100,8.95,overcast clouds
462,Dobryanka,RU,58.4619,56.4165,12.61,96,97,6.35,overcast clouds
463,Montmagny,FR,48.9734,2.3469,59.22,49,0,9.22,clear sky
464,Kenai,US,60.5544,-151.2583,42.03,77,100,25.32,overcast clouds
465,Batticaloa,LK,7.7102,81.6924,78.24,85,2,5.86,clear sky
466,Kudahuvadhoo,MV,2.6708,72.8944,81.3,68,0,4.45,clear sky
467,Itarema,BR,-2.9248,-39.9167,76.12,92,100,6.53,heavy intensity rain
468,Dicabisagan,PH,17.0818,122.4157,77.97,86,11,3.42,few clouds
469,Zhuhai,CN,22.2769,113.5678,65.91,82,40,8.05,scattered clouds
470,Bandikui,IN,27.05,76.5667,78.66,12,3,3.31,clear sky
471,Kieta,PG,-6.2167,155.6333,83.62,76,99,5.95,light rain
472,Warr Acres,US,35.5226,-97.6189,82.31,38,0,18.41,clear sky
473,Tygda,RU,53.1167,126.3333,19.72,70,15,11.45,few clouds
474,Chara,RU,56.9064,118.2631,-0.94,78,45,1.99,scattered clouds
475,Namibe,AO,-15.1961,12.1522,70.92,72,12,8.59,few clouds
476,Nome,US,64.5011,-165.4064,30.27,65,0,12.66,clear sky
477,Doha,QA,25.2867,51.5333,66.18,51,0,17.27,clear sky
478,Lapua,FI,62.9693,23.0088,20.08,93,99,5.48,overcast clouds
479,Churapcha,RU,62.0025,132.4325,16.32,89,100,3.74,overcast clouds
480,Kununurra,AU,-15.7667,128.7333,80.58,83,100,3.44,overcast clouds
481,Baiyin,CN,36.5583,104.2081,41.18,44,90,7.07,overcast clouds
482,Aykhal,RU,66.0,111.5,-6.45,100,99,5.44,overcast clouds
483,Rio Gallegos,AR,-51.6226,-69.2181,42.85,87,75,20.71,light rain
484,Grand-Santi,GF,4.25,-54.3833,72.97,98,82,3.31,broken clouds
485,Prado,BR,-17.3411,-39.2208,78.28,84,46,7.56,scattered clouds
486,Bafoulabe,ML,13.8065,-10.8321,95.5,26,95,4.5,overcast clouds
487,Sydney,AU,-33.8679,151.2073,69.71,96,75,14.97,moderate rain
488,Tonantins,BR,-2.8731,-67.8022,73.81,99,100,3.38,overcast clouds
489,Santa Maria,BR,-29.6842,-53.8069,70.9,68,0,3.44,clear sky
490,Veraval,IN,20.9,70.3667,77.77,71,2,10.58,clear sky
491,Ryotsu,JP,38.0833,138.4333,44.35,54,93,7.94,overcast clouds
492,Airai,TL,-8.9266,125.4092,62.87,87,82,1.07,broken clouds
493,Chilca,PE,-12.5211,-76.7372,69.84,86,28,6.85,scattered clouds
494,Novomykolayivka,UA,47.9781,35.9102,36.79,62,14,19.55,few clouds
495,Esil,KZ,51.9556,66.4042,29.26,96,100,12.8,light snow
496,Ola,RU,59.5833,151.2833,21.15,61,100,10.65,overcast clouds
497,Katsuura,JP,35.1333,140.3,54.97,66,100,14.65,overcast clouds
498,Tautira,PF,-17.7333,-149.15,80.98,77,89,13.73,light rain
499,Sturgeon Falls,CA,46.3646,-79.9326,21.16,86,100,4.68,overcast clouds
500,Pingliang,CN,35.5392,106.6861,49.23,43,90,12.33,overcast clouds
501,Mabaruma,GY,8.2,-59.7833,72.05,92,100,2.77,overcast clouds
502,Mbanza-Ngungu,CD,-5.25,14.8667,69.35,95,99,1.99,moderate rain
503,Grao Mogol,BR,-16.5594,-42.8897,67.06,69,55,3.29,broken clouds
504,Tessalit,ML,20.1986,1.0114,80.82,8,51,11.48,broken clouds
505,Santa Cruz De La Palma,ES,28.6835,-17.7642,64.54,77,20,2.3,few clouds
506,Porto Velho,BR,-8.7619,-63.9039,80.65,83,20,0.0,few clouds
507,Fray Bentos,UY,-33.1325,-58.2956,70.74,77,44,7.81,scattered clouds
508,Tadine,NC,-21.55,167.8833,81.79,70,70,10.89,broken clouds
509,San Ramon,US,37.7799,-121.978,62.73,60,100,16.11,overcast clouds
510,Lom Sak,TH,16.7798,101.2422,75.09,100,75,0.0,broken clouds
511,Marawi,PH,7.9986,124.2928,73.98,82,99,1.79,overcast clouds
512,Mezen,RU,65.8522,44.24,6.6,98,89,5.21,overcast clouds
513,Gimli,CA,50.6336,-96.9907,30.22,59,100,16.11,overcast clouds
514,Padang,ID,-0.9492,100.3543,68.05,72,4,5.26,clear sky
515,Kimparana,ML,12.8347,-4.9244,87.93,11,2,7.72,clear sky
516,Tiarei,PF,-17.5333,-149.3333,86.02,76,98,14.83,light rain
517,Osmena,PH,10.5208,119.9258,81.59,78,100,15.48,overcast clouds
518,Sivaki,RU,52.6333,126.75,22.21,68,14,14.54,few clouds
519,Heidelberg,ZA,-26.5048,28.3592,62.94,68,0,6.98,clear sky
520,Yar-Sale,RU,66.8333,70.8333,26.47,96,100,13.69,overcast clouds
521,Palana,RU,59.1167,159.9667,22.08,78,45,16.55,scattered clouds
522,Tangshan,CN,39.6333,118.1833,48.31,56,94,11.23,overcast clouds
523,Hamamatsu,JP,34.7,137.7333,58.01,66,100,5.01,overcast clouds
524,Bilibino,RU,68.0546,166.4372,0.37,75,65,2.95,broken clouds
525,Bardiyah,LY,31.7561,25.0865,58.17,66,69,13.33,broken clouds
526,Araouane,ML,18.9048,-3.5265,85.33,8,15,9.89,few clouds
527,Hagi,JP,34.4,131.4167,48.85,58,100,3.96,overcast clouds
528,Funadhoo,MV,6.15,73.2667,81.9,72,0,2.17,clear sky
529,Broome,US,42.2506,-75.833,19.71,71,100,13.8,overcast clouds
530,Siniscola,IT,40.5719,9.6922,44.15,75,97,4.29,overcast clouds
531,Muscat,OM,23.6139,58.5922,78.82,64,0,12.37,clear sky
532,Batagay,RU,67.6333,134.6333,2.95,93,88,0.76,overcast clouds
533,Meiganga,CM,6.5167,14.3,70.02,16,86,4.76,overcast clouds
534,Kandrian,PG,-6.2167,149.55,80.74,83,100,13.49,light rain
535,Brae,GB,60.3964,-1.353,39.67,65,100,11.45,overcast clouds
536,Borogontsy,RU,62.6683,131.1683,18.05,92,98,4.63,overcast clouds
537,Abu Dhabi,AE,24.4667,54.3667,70.97,67,0,10.36,clear sky
538,Puerto Escondido,MX,15.85,-97.0667,86.83,66,0,9.22,clear sky
539,Lapi,PH,17.716,121.8978,80.65,73,29,1.68,scattered clouds
540,Dongying,CN,37.4564,118.4856,48.16,61,24,13.53,few clouds
541,Tomigusuku,JP,26.185,127.675,68.54,96,75,8.05,broken clouds
542,Coquimbo,CL,-29.9533,-71.3436,58.73,94,75,12.66,broken clouds
543,Verkhnyaya Inta,RU,65.9811,60.3094,10.35,98,100,3.49,overcast clouds
544,Kualakapuas,ID,-3.0091,114.3876,78.93,86,69,1.34,broken clouds
545,Vanimo,PG,-2.6741,141.3028,76.84,92,100,6.69,overcast clouds
546,Nicoya,CR,10.1483,-85.452,85.05,49,99,11.77,overcast clouds
547,Arequipa,PE,-16.3989,-71.535,60.87,51,40,6.91,scattered clouds
548,The Valley,AI,18.217,-63.0578,78.94,73,20,8.05,few clouds
549,Bom Jesus,BR,-9.0744,-44.3586,76.55,82,96,2.8,overcast clouds
550,Tyler,US,32.3513,-95.3011,82.45,36,0,16.11,clear sky
551,Sakakah,SA,29.9697,40.2064,53.17,33,0,9.1,clear sky
552,Izvestkovyy,RU,48.9833,131.55,29.07,94,100,1.61,snow
553,Sheregesh,RU,52.9209,87.9869,22.86,99,98,2.46,overcast clouds
554,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,72.54,99,100,3.31,moderate rain
555,Matagami,CA,49.7502,-77.6328,12.31,67,100,11.5,overcast clouds
556,Vardo,NO,70.3705,31.1107,28.96,66,100,25.64,light snow
557,Plettenberg Bay,ZA,-34.0527,23.3716,65.1,84,73,3.47,broken clouds
558,Marsaxlokk,MT,35.8419,14.5431,58.08,94,75,2.3,broken clouds
559,Peleduy,RU,59.6289,112.7406,17.15,94,100,4.47,light snow
560,Zarand,IR,30.8127,56.564,47.86,21,1,5.08,clear sky
561,Dawei,MM,14.0833,98.2,77.22,89,100,2.35,overcast clouds
562,Voznesenye,RU,61.0106,35.4781,18.84,93,100,11.92,light snow
563,Catanduva,BR,-21.1378,-48.9728,71.26,89,31,7.49,scattered clouds
564,Asau,RO,46.4333,26.4,40.28,62,0,6.73,clear sky
565,Manado,ID,1.487,124.8455,81.37,83,20,2.3,few clouds
566,Redlands,US,34.0556,-117.1825,61.41,83,100,5.75,light intensity drizzle
567,Kasongo,CD,-4.45,26.6667,68.38,99,100,2.39,moderate rain
568,Grindavik,IS,63.8424,-22.4338,39.67,75,75,12.66,broken clouds
569,Yaan,NG,7.3833,8.5667,83.32,12,18,3.36,few clouds
570,Ossora,RU,59.2353,163.0719,30.27,96,100,9.91,snow
571,Cassilandia,BR,-19.1133,-51.7342,71.51,92,72,4.29,broken clouds
572,Kargopol,RU,61.5071,38.9456,17.13,94,100,6.93,overcast clouds
573,Luderitz,NA,-26.6481,15.1594,60.58,88,10,1.39,clear sky
574,San Martin,AR,-33.081,-68.4681,79.34,29,0,7.11,clear sky
575,Makakilo City,US,21.3469,-158.0858,80.92,60,40,12.66,scattered clouds
576,Bonavista,CA,48.6499,-53.1147,33.44,94,75,11.43,broken clouds
577,Dodge City,US,37.7528,-100.0171,68.25,37,0,16.11,clear sky
578,Walvis Bay,NA,-22.9575,14.5053,62.1,79,26,6.67,scattered clouds
579,Manggar,ID,-2.8833,108.2667,80.83,82,68,5.77,broken clouds
580,Hofn,IS,64.2539,-15.2082,30.69,71,100,12.8,overcast clouds
581,Kuito,AO,-12.3833,16.9333,60.57,90,97,2.73,overcast clouds
582,Iisalmi,FI,63.5592,27.1907,2.86,97,42,3.31,scattered clouds
583,Altay,CN,47.8667,88.1167,22.48,65,56,7.16,broken clouds
584,Samana,DO,19.2056,-69.3369,76.96,87,31,6.85,scattered clouds
585,Winnemucca,US,40.973,-117.7357,55.45,54,0,14.97,clear sky
586,Olafsvik,IS,64.8945,-23.7142,33.98,77,100,16.26,overcast clouds
587,Aitape,PG,-3.1374,142.3475,77.81,89,100,4.34,light rain
588,Shingu,JP,33.7333,135.9833,57.61,67,100,6.96,overcast clouds
589,Sabha,LY,27.0377,14.4283,66.52,11,17,0.87,few clouds
590,Jiexiu,CN,37.0244,111.9125,50.31,66,83,2.26,broken clouds
591,Kendari,ID,-3.945,122.4989,79.56,84,90,2.15,overcast clouds
592,Ekhabi,RU,53.5102,142.9671,24.4,78,18,6.13,few clouds
593,Halifax,CA,44.6453,-63.5724,37.89,89,75,17.27,broken clouds
594,Natal,BR,-5.795,-35.2094,82.62,83,20,6.91,few clouds
595,Lyuban,BY,52.7985,28.0048,43.12,68,69,12.64,broken clouds
596,Santa Marta,CO,11.2408,-74.199,83.89,66,94,14.0,overcast clouds
597,Mandurah,AU,-32.55,115.7,68.92,76,100,14.74,overcast clouds
598,Mae Sai,TH,20.4335,99.8762,71.17,88,28,0.56,scattered clouds
599,Tumaco,CO,1.7986,-78.8156,77.77,86,93,3.33,overcast clouds
600,Belmonte,BR,-15.8631,-38.8828,78.58,79,100,6.6,overcast clouds
601,Haines Junction,CA,60.7522,-137.5108,39.15,45,100,6.91,overcast clouds
602,Machali,CL,-34.1833,-70.6667,70.88,37,0,5.75,clear sky
603,Mbumi,TZ,-7.9058,39.2105,73.99,97,85,3.24,light rain
604,Joensuu,FI,62.6012,29.7632,12.69,83,0,3.44,clear sky
605,Taoudenni,ML,22.6783,-3.9836,87.93,11,100,3.04,overcast clouds
606,Aguimes,ES,27.9054,-15.4461,63.23,68,20,5.75,few clouds
607,North Bend,US,43.4065,-124.2243,60.24,93,100,11.5,overcast clouds
608,Sept-Iles,CA,50.2001,-66.3821,30.06,95,100,1.14,mist
609,Senno,RU,59.5336,33.9167,18.27,94,98,9.62,overcast clouds
610,Saint-Augustin,CA,51.226,-58.6502,32.68,98,99,4.88,overcast clouds
611,Vryburg,ZA,-26.9566,24.7284,65.07,52,0,9.64,clear sky
612,Pocone,BR,-16.2567,-56.6228,80.96,73,60,3.56,broken clouds
613,Axim,GH,4.8699,-2.2405,80.35,91,90,7.58,overcast clouds
614,Xam Nua,LA,20.4197,104.0439,60.91,96,99,2.1,overcast clouds
615,Maceio,BR,-9.6658,-35.7353,78.24,83,20,3.44,few clouds
616,Sapa,PH,5.1544,120.3241,81.64,77,92,4.07,overcast clouds
617,Eden,US,36.4885,-79.7667,50.32,13,0,9.22,clear sky
618,Port Hedland,AU,-20.3167,118.5667,82.45,74,77,6.91,broken clouds
619,Melfort,CA,52.8667,-104.6177,30.33,64,100,8.05,overcast clouds
620,Hobyo,SO,5.3505,48.5268,79.39,71,25,15.82,scattered clouds
621,Muli,MV,2.9167,73.5667,81.46,68,0,3.11,clear sky
622,Nizhniy Odes,RU,63.6445,54.856,5.7,98,99,3.51,overcast clouds
623,Dayong,CN,25.0209,118.2898,59.56,83,100,2.28,overcast clouds
624,Kpandae,GH,8.4689,-0.0113,87.28,51,78,7.31,broken clouds
625,La Libertad,EC,-2.2333,-80.9,80.26,78,75,10.36,broken clouds
626,Brokopondo,SR,4.75,-55.1667,76.17,82,100,10.36,overcast clouds
627,Batangafo,CF,7.3008,18.2833,76.62,17,68,4.68,broken clouds
628,Aripuana,BR,-9.1667,-60.6333,74.46,98,93,0.87,overcast clouds
629,Poso,ID,-1.3959,120.7524,81.97,72,77,2.75,broken clouds
630,Puchezh,RU,56.9788,43.1676,25.97,97,100,2.68,snow
631,Bafq,IR,31.6128,55.4107,55.29,16,0,6.11,clear sky
632,Samarai,PG,-10.6167,150.6667,83.77,70,100,4.56,overcast clouds
633,Along,IN,28.1667,94.7667,65.93,74,91,1.81,overcast clouds
634,Barhi,IN,23.9,80.8,74.79,18,3,4.43,clear sky
635,Troitskoye,RU,52.9821,84.6757,30.04,98,100,8.72,overcast clouds
636,Muisne,EC,0.6,-80.0333,78.78,85,74,4.79,broken clouds
637,Karratha,AU,-20.7377,116.8463,82.36,68,77,5.73,broken clouds
638,Coracora,PE,-15.0333,-73.7833,51.22,86,96,3.96,overcast clouds
639,Roma,US,43.2128,-75.4557,18.37,76,100,19.57,overcast clouds
640,Cabildo,AR,-38.4842,-61.8954,68.23,57,0,12.5,clear sky
641,Ust-Nera,RU,64.5667,143.2,0.61,92,65,0.56,broken clouds
642,King City,US,36.2127,-121.126,60.89,72,100,4.03,overcast clouds
643,Labuan,MY,5.2767,115.2417,77.36,94,20,0.0,few clouds
644,Imeni Poliny Osipenko,RU,52.4201,136.4853,21.56,91,100,8.86,overcast clouds
645,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,44,20,22.37,few clouds
646,San Vicente,AR,-26.6167,-54.1333,64.11,78,0,3.18,clear sky
647,Kailua,US,21.4022,-157.7394,82.38,68,75,5.01,broken clouds
648,Shihezi,CN,44.3,86.0333,41.81,62,48,4.29,scattered clouds
649,Camajuani,CU,22.4833,-79.75,75.34,50,0,16.11,clear sky
650,Mozelos,PT,41.8677,-8.3978,58.62,89,78,4.43,broken clouds
651,Panama City,PA,8.9936,-79.5197,84.15,72,40,11.5,scattered clouds
652,Yakima,US,46.4665,-120.6678,70.84,37,75,11.5,broken clouds
653,Sangar,RU,63.9242,127.4739,15.46,93,100,3.0,overcast clouds
654,Chadiza,ZM,-14.0678,32.4392,64.4,95,97,7.0,overcast clouds
655,Pasighat,IN,28.0667,95.3333,71.53,61,99,3.04,overcast clouds
656,Coos Bay,US,43.3665,-124.2179,60.31,93,100,11.5,overcast clouds
657,Esteli,NI,13.0919,-86.3538,78.55,53,63,11.36,broken clouds
658,Copperas Cove,US,31.1241,-97.9031,82.6,39,0,19.57,clear sky
659,Kirovskiy,RU,45.0917,133.5136,42.8,52,79,11.32,broken clouds
660,Longjiang,CN,47.3303,123.1836,35.91,46,100,12.03,light rain
661,Visby,SE,57.6409,18.296,37.81,70,55,13.8,broken clouds
662,Khasan,RU,42.4308,130.6434,40.05,75,43,3.65,scattered clouds
663,Terrace,CA,54.5163,-128.6035,55.31,24,75,6.91,broken clouds
664,Dali,CN,25.7,100.1833,50.41,84,10,3.76,clear sky
665,Muros,ES,42.7762,-9.0603,58.08,77,97,8.61,overcast clouds
666,Sabang,ID,5.8933,95.3214,82.11,75,10,3.71,clear sky
667,Sulur,IN,11.0333,77.1333,77.41,88,20,3.44,mist
668,Paamiut,GL,61.994,-49.6678,23.32,81,84,7.14,broken clouds
669,Mwene-Ditu,CD,-7.0,23.45,66.85,94,99,3.04,overcast clouds
670,Vega De Alatorre,MX,20.0333,-96.6333,74.86,76,0,13.62,clear sky
671,Fuxin,CN,42.0156,121.6589,43.95,55,100,14.65,overcast clouds
672,Jumla,NP,29.2747,82.1838,46.53,51,0,4.18,clear sky
673,Dwarka,IN,22.2394,68.9678,78.12,80,5,11.03,clear sky
674,Magistralnyy,RU,56.1725,107.4458,13.46,89,100,2.1,overcast clouds
675,Bereda,ES,43.2686,-7.5406,54.57,97,100,0.6,overcast clouds
676,Krasnyy Chikoy,RU,50.3643,108.7512,12.88,79,11,2.64,few clouds
677,Kathmandu,NP,27.7167,85.3167,62.82,88,75,3.44,mist
678,Meadow Lake,US,34.8014,-106.5436,71.83,13,97,14.65,overcast clouds
679,Morehead,US,37.2711,-87.1764,47.95,35,0,4.61,clear sky
680,Tromso,NO,69.6496,18.957,25.38,86,75,3.44,light shower snow
681,Afrikanda,RU,67.4429,32.7828,12.81,95,100,6.8,overcast clouds
